x_acc,y_acc,z_acc,label
0.134,-0.97,-0.082,silence
0.134,-0.975,-0.084,silence
0.135,-0.972,-0.082,silence
0.134,-0.973,-0.081,silence
0.131,-0.973,-0.083,silence
0.133,-0.976,-0.084,silence
0.136,-0.973,-0.086,silence
0.135,-0.975,-0.081,silence
0.135,-0.971,-0.084,silence
0.133,-0.973,-0.081,silence
0.134,-0.971,-0.084,silence
0.135,-0.972,-0.083,silence
0.134,-0.971,-0.084,silence
0.133,-0.974,-0.081,silence
0.134,-0.974,-0.082,silence
0.135,-0.974,-0.079,silence
0.135,-0.972,-0.08,silence
0.136,-0.971,-0.084,silence
0.135,-0.974,-0.082,silence
0.139,-0.971,-0.084,silence
0.136,-0.972,-0.085,silence
0.135,-0.972,-0.083,silence
0.136,-0.974,-0.082,silence
0.137,-0.971,-0.085,silence
0.135,-0.975,-0.085,silence
0.136,-0.969,-0.086,silence
0.134,-0.972,-0.083,silence
0.138,-0.969,-0.086,silence
0.136,-0.969,-0.086,silence
0.138,-0.968,-0.087,silence
0.138,-0.97,-0.085,silence
0.136,-0.97,-0.087,silence
0.137,-0.972,-0.088,silence
0.138,-0.968,-0.087,silence
0.137,-0.972,-0.086,silence
0.139,-0.97,-0.088,silence
0.136,-0.968,-0.087,silence
0.137,-0.969,-0.088,silence
0.136,-0.968,-0.091,silence
0.138,-0.966,-0.09,silence
0.14,-0.968,-0.09,silence
0.137,-0.967,-0.089,silence
0.139,-0.968,-0.09,silence
0.139,-0.967,-0.09,silence
0.137,-0.967,-0.091,silence
0.139,-0.967,-0.091,silence
0.138,-0.968,-0.095,silence
0.141,-0.967,-0.093,silence
0.138,-0.968,-0.09,silence
0.14,-0.971,-0.091,silence
0.138,-0.967,-0.095,silence
0.139,-0.969,-0.092,silence
0.138,-0.968,-0.094,silence
0.138,-0.967,-0.091,silence
0.137,-0.966,-0.093,silence
0.137,-0.967,-0.091,silence
0.14,-0.967,-0.093,silence
0.139,-0.969,-0.091,silence
0.137,-0.968,-0.092,silence
0.138,-0.969,-0.091,silence
0.14,-0.967,-0.09,silence
0.137,-0.967,-0.091,silence
0.137,-0.969,-0.091,silence
0.138,-0.971,-0.089,silence
0.138,-0.969,-0.091,silence
0.135,-0.969,-0.088,silence
0.138,-0.968,-0.09,silence
0.135,-0.971,-0.09,silence
0.136,-0.968,-0.092,silence
0.136,-0.972,-0.088,silence
0.134,-0.967,-0.088,silence
0.136,-0.971,-0.088,silence
0.137,-0.97,-0.087,silence
0.135,-0.971,-0.087,silence
0.134,-0.971,-0.088,silence
0.135,-0.973,-0.087,silence
0.135,-0.971,-0.088,silence
0.134,-0.974,-0.089,silence
0.136,-0.973,-0.084,silence
0.136,-0.97,-0.086,silence
0.133,-0.974,-0.086,silence
0.135,-0.971,-0.084,silence
0.135,-0.974,-0.085,silence
0.135,-0.973,-0.087,silence
0.132,-0.976,-0.085,silence
0.135,-0.971,-0.084,silence
0.133,-0.974,-0.083,silence
0.133,-0.972,-0.084,silence
0.135,-0.974,-0.08,silence
0.135,-0.971,-0.083,silence
0.135,-0.974,-0.081,silence
0.134,-0.974,-0.083,silence
0.132,-0.974,-0.082,silence
0.134,-0.973,-0.081,silence
0.134,-0.974,-0.082,silence
0.133,-0.973,-0.082,silence
0.132,-0.972,-0.082,silence
0.136,-0.972,-0.082,silence
0.134,-0.973,-0.082,silence
0.132,-0.972,-0.085,silence
0.134,-0.973,-0.083,silence
0.135,-0.973,-0.084,silence
0.135,-0.972,-0.084,silence
0.138,-0.974,-0.084,silence
0.136,-0.972,-0.085,silence
0.135,-0.972,-0.084,silence
0.135,-0.973,-0.084,silence
0.135,-0.971,-0.085,silence
0.137,-0.971,-0.082,silence
0.139,-0.969,-0.085,silence
0.135,-0.97,-0.087,silence
0.136,-0.971,-0.085,silence
0.137,-0.97,-0.088,silence
0.136,-0.972,-0.086,silence
0.138,-0.968,-0.086,silence
0.136,-0.968,-0.087,silence
0.137,-0.969,-0.091,silence
0.138,-0.969,-0.092,silence
0.137,-0.968,-0.092,silence
0.138,-0.969,-0.091,silence
0.138,-0.967,-0.09,silence
0.139,-0.969,-0.089,silence
0.139,-0.968,-0.09,silence
0.138,-0.969,-0.089,silence
0.14,-0.968,-0.09,silence
0.139,-0.969,-0.091,silence
0.138,-0.967,-0.09,silence
0.139,-0.969,-0.09,silence
0.139,-0.966,-0.093,silence
0.138,-0.968,-0.092,silence
0.138,-0.966,-0.091,silence
0.138,-0.969,-0.092,silence
0.139,-0.966,-0.091,silence
0.136,-0.97,-0.09,silence
0.139,-0.967,-0.093,silence
0.137,-0.97,-0.093,silence
0.14,-0.967,-0.092,silence
0.138,-0.968,-0.092,silence
0.138,-0.968,-0.093,silence
0.138,-0.971,-0.09,silence
0.136,-0.966,-0.088,silence
0.136,-0.968,-0.09,silence
0.135,-0.969,-0.091,silence
0.138,-0.966,-0.094,silence
0.135,-0.971,-0.089,silence
0.136,-0.968,-0.089,silence
0.135,-0.969,-0.09,silence
0.135,-0.968,-0.092,silence
0.135,-0.969,-0.09,silence
0.136,-0.97,-0.087,silence
0.137,-0.972,-0.088,silence
0.138,-0.971,-0.09,steel
0.135,-0.971,-0.088,steel
0.136,-0.972,-0.086,steel
0.132,-0.972,-0.085,steel
0.133,-0.971,-0.087,steel
0.135,-0.972,-0.089,steel
0.136,-0.971,-0.083,steel
0.132,-0.975,-0.084,steel
0.144,-0.972,-0.074,steel
0.138,-0.982,-0.091,steel
0.133,-0.961,-0.085,steel
0.127,-0.965,-0.089,steel
0.13,-0.979,-0.099,steel
0.131,-0.98,-0.103,steel
0.131,-0.961,-0.078,steel
0.137,-0.968,-0.072,steel
0.141,-0.984,-0.061,steel
0.144,-0.983,-0.087,steel
0.13,-0.963,-0.072,steel
0.128,-0.967,-0.1,steel
0.128,-0.971,-0.12,steel
0.134,-0.971,-0.098,steel
0.133,-0.966,-0.081,steel
0.146,-0.965,-0.06,steel
0.142,-1.0,-0.074,steel
0.14,-0.977,-0.081,steel
0.128,-0.967,-0.072,steel
0.126,-0.965,-0.093,steel
0.124,-0.967,-0.094,steel
0.132,-0.967,-0.119,steel
0.145,-0.965,-0.082,steel
0.146,-0.972,-0.081,steel
0.145,-0.974,-0.051,steel
0.141,-0.993,-0.081,steel
0.134,-0.968,-0.067,steel
0.119,-0.958,-0.086,steel
0.125,-0.964,-0.097,steel
0.129,-0.971,-0.114,steel
0.136,-0.964,-0.114,steel
0.147,-0.971,-0.086,steel
0.152,-0.984,-0.081,steel
0.141,-0.975,-0.055,steel
0.139,-0.986,-0.078,steel
0.129,-0.967,-0.064,steel
0.12,-0.959,-0.103,steel
0.122,-0.955,-0.091,steel
0.135,-0.983,-0.131,steel
0.145,-0.957,-0.089,steel
0.148,-0.978,-0.095,steel
0.154,-0.981,-0.063,steel
0.137,-0.988,-0.077,steel
0.135,-0.966,-0.064,steel
0.125,-0.97,-0.101,steel
0.125,-0.954,-0.096,steel
0.151,-0.977,-0.131,steel
0.14,-0.957,-0.1,steel
0.149,-0.977,-0.096,steel
0.157,-0.985,-0.071,steel
0.138,-0.983,-0.071,steel
0.14,-0.979,-0.073,steel
0.125,-0.967,-0.077,steel
0.121,-0.951,-0.107,steel
0.122,-0.958,-0.107,steel
0.14,-0.987,-0.133,steel
0.146,-0.96,-0.082,steel
0.15,-0.978,-0.097,steel
0.155,-0.986,-0.057,steel
0.138,-0.989,-0.087,steel
0.133,-0.954,-0.06,steel
0.123,-0.971,-0.096,steel
0.124,-0.95,-0.094,steel
0.12,-0.969,-0.127,steel
0.148,-0.974,-0.11,steel
0.148,-0.977,-0.088,steel
0.15,-0.969,-0.075,steel
0.148,-0.995,-0.061,steel
0.139,-0.982,-0.078,steel
0.121,-0.952,-0.062,steel
0.122,-0.966,-0.105,steel
0.124,-0.961,-0.096,steel
0.129,-0.965,-0.132,steel
0.15,-0.966,-0.085,steel
0.15,-0.985,-0.094,steel
0.146,-0.966,-0.056,steel
0.138,-0.989,-0.081,steel
0.136,-0.956,-0.051,steel
0.123,-0.971,-0.097,steel
0.122,-0.953,-0.086,steel
0.124,-0.969,-0.127,steel
0.148,-0.973,-0.094,steel
0.149,-0.983,-0.089,steel
