x_acc,y_acc,z_acc,label
-0.036,-1.012,-0.064,silence
-0.036,-1.01,-0.054,silence
-0.036,-1.013,-0.043,silence
-0.036,-1.011,-0.058,silence
-0.037,-1.011,-0.044,silence
-0.034,-1.012,-0.047,silence
-0.034,-1.012,-0.044,silence
-0.035,-1.013,-0.055,silence
-0.036,-1.01,-0.051,silence
-0.036,-1.011,-0.042,silence
-0.035,-1.01,-0.05,silence
-0.036,-1.011,-0.042,silence
-0.033,-1.012,-0.052,silence
-0.037,-1.011,-0.045,silence
-0.035,-1.01,-0.049,silence
-0.035,-1.008,-0.047,silence
-0.035,-1.008,-0.043,silence
-0.036,-1.011,-0.047,silence
-0.034,-1.008,-0.045,silence
-0.036,-1.01,-0.046,silence
-0.035,-1.009,-0.049,silence
-0.036,-1.008,-0.038,silence
-0.036,-1.006,-0.046,silence
-0.036,-1.006,-0.046,silence
-0.036,-1.006,-0.047,silence
-0.034,-1.008,-0.046,silence
-0.035,-1.006,-0.049,silence
-0.035,-1.007,-0.047,silence
-0.036,-1.006,-0.049,silence
-0.037,-1.005,-0.052,silence
-0.035,-1.005,-0.047,silence
-0.035,-1.005,-0.047,silence
-0.034,-1.007,-0.05,silence
-0.036,-1.007,-0.046,silence
-0.035,-1.005,-0.05,silence
-0.038,-1.004,-0.043,silence
-0.035,-1.004,-0.05,silence
-0.035,-1.004,-0.048,silence
-0.036,-1.005,-0.049,silence
-0.037,-1.008,-0.053,silence
-0.036,-1.003,-0.05,silence
-0.038,-1.005,-0.052,silence
-0.034,-1.003,-0.053,silence
-0.036,-1.005,-0.053,silence
-0.035,-1.004,-0.056,silence
-0.036,-1.005,-0.052,silence
-0.035,-1.005,-0.053,silence
-0.037,-1.007,-0.055,silence
-0.037,-1.003,-0.054,silence
-0.034,-1.002,-0.055,silence
-0.035,-1.003,-0.056,silence
-0.036,-1.002,-0.052,silence
-0.035,-1.003,-0.055,silence
-0.035,-1.005,-0.055,silence
-0.035,-1.004,-0.055,silence
-0.037,-1.005,-0.06,silence
-0.034,-1.005,-0.061,silence
-0.037,-1.004,-0.059,silence
-0.035,-1.002,-0.058,silence
-0.034,-1.003,-0.06,silence
-0.034,-1.006,-0.059,silence
-0.035,-1.006,-0.06,silence
-0.035,-1.006,-0.056,silence
-0.037,-1.005,-0.06,silence
-0.034,-1.006,-0.059,silence
-0.034,-1.007,-0.059,silence
-0.034,-1.007,-0.062,silence
-0.036,-1.008,-0.059,silence
-0.033,-1.006,-0.066,silence
-0.036,-1.008,-0.063,silence
-0.035,-1.005,-0.065,silence
-0.036,-1.008,-0.062,silence
-0.033,-1.006,-0.065,silence
-0.037,-1.007,-0.065,silence
-0.034,-1.007,-0.063,silence
-0.033,-1.01,-0.064,silence
-0.035,-1.008,-0.061,silence
-0.035,-1.011,-0.065,silence
-0.034,-1.007,-0.066,silence
-0.031,-1.011,-0.062,silence
-0.032,-1.011,-0.059,silence
-0.035,-1.01,-0.058,silence
-0.032,-1.011,-0.094,silence
-0.034,-1.011,-0.065,silence
-0.035,-1.011,-0.061,silence
-0.034,-1.009,-0.061,silence
-0.036,-1.009,-0.058,silence
-0.032,-1.011,-0.058,silence
-0.035,-1.014,-0.059,silence
-0.034,-1.013,-0.066,silence
-0.035,-1.014,-0.058,silence
-0.032,-1.012,-0.064,silence
-0.035,-1.014,-0.062,silence
-0.033,-1.014,-0.059,silence
-0.035,-1.013,-0.061,silence
-0.036,-1.013,-0.057,silence
-0.035,-1.016,-0.056,silence
-0.033,-1.014,-0.062,silence
-0.035,-1.016,-0.051,silence
-0.034,-1.014,-0.058,silence
-0.035,-1.013,-0.053,silence
-0.034,-1.011,-0.059,silence
-0.035,-1.016,-0.051,silence
-0.034,-1.013,-0.058,silence
-0.035,-1.014,-0.051,silence
-0.035,-1.012,-0.059,silence
-0.035,-1.012,-0.051,silence
-0.034,-1.013,-0.056,silence
-0.035,-1.014,-0.053,silence
-0.034,-1.015,-0.054,silence
-0.038,-1.012,-0.05,silence
-0.034,-1.014,-0.054,silence
-0.035,-1.014,-0.047,silence
-0.035,-1.013,-0.05,silence
-0.036,-1.014,-0.042,silence
-0.034,-1.012,-0.049,silence
-0.037,-1.015,-0.043,silence
-0.033,-1.013,-0.049,silence
-0.035,-1.013,-0.046,silence
-0.035,-1.011,-0.052,silence
-0.035,-1.014,-0.042,silence
-0.033,-1.012,-0.052,silence
-0.036,-1.011,-0.044,silence
-0.034,-1.009,-0.052,silence
-0.036,-1.011,-0.044,silence
-0.034,-1.009,-0.052,silence
-0.035,-1.01,-0.04,silence
-0.034,-1.011,-0.047,silence
-0.036,-1.01,-0.043,silence
-0.035,-1.009,-0.046,silence
-0.037,-1.005,-0.048,silence
-0.034,-1.006,-0.047,silence
-0.036,-1.008,-0.045,silence
-0.034,-1.008,-0.047,silence
-0.036,-1.007,-0.048,silence
-0.036,-1.005,-0.053,silence
-0.036,-1.005,-0.046,silence
-0.034,-1.004,-0.05,silence
-0.036,-1.005,-0.048,silence
-0.036,-1.005,-0.051,silence
-0.038,-1.007,-0.049,silence
-0.034,-1.005,-0.049,silence
-0.036,-1.003,-0.047,silence
-0.037,-1.005,-0.045,silence
-0.037,-1.005,-0.052,silence
-0.036,-1.003,-0.05,silence
-0.037,-1.004,-0.054,silence
-0.038,-1.004,-0.052,silence
-0.038,-1.006,-0.051,silence
-0.037,-1.004,-0.055,silence
-0.035,-1.005,-0.055,silence
-0.038,-1.004,-0.057,silence
-0.035,-1.006,-0.058,silence
-0.036,-1.006,-0.05,silence
-0.035,-1.004,-0.051,silence
-0.036,-1.005,-0.053,silence
-0.034,-1.005,-0.056,silence
-0.036,-1.006,-0.056,silence
-0.036,-1.004,-0.059,silence
-0.038,-1.007,-0.058,silence
-0.035,-1.004,-0.059,silence
-0.036,-1.003,-0.055,silence
-0.035,-1.003,-0.061,silence
-0.036,-1.004,-0.059,silence
-0.036,-1.005,-0.055,silence
-0.036,-1.004,-0.063,steel
-0.035,-1.005,-0.06,steel
-0.035,-1.003,-0.063,steel
-0.035,-1.004,-0.059,steel
-0.035,-1.006,-0.061,steel
-0.034,-1.003,-0.061,steel
-0.034,-1.008,-0.06,steel
-0.036,-1.004,-0.068,steel
-0.035,-1.008,-0.063,steel
-0.034,-1.005,-0.064,steel
-0.036,-1.009,-0.058,steel
-0.034,-1.005,-0.065,steel
-0.037,-1.007,-0.063,steel
-0.033,-1.007,-0.068,steel
-0.035,-1.012,-0.052,steel
-0.032,-1.006,-0.074,steel
-0.03,-1.013,-0.044,steel
-0.041,-1.005,-0.123,steel
-0.038,-1.009,-0.087,steel
-0.028,-1.026,0.089,steel
-0.032,-1.009,-0.041,steel
-0.051,-0.991,-0.206,steel
-0.033,-1.0,-0.13,steel
-0.012,-1.023,0.097,steel
-0.024,-1.019,0.034,steel
-0.042,-0.992,-0.218,steel
-0.047,-1.016,-0.126,steel
-0.024,-1.02,0.031,steel
-0.026,-1.028,0.107,steel
-0.043,-0.985,-0.195,steel
-0.045,-1.002,-0.213,steel
-0.011,-1.015,0.033,steel
-0.008,-1.034,0.131,steel
-0.037,-1.001,-0.125,steel
-0.055,-1.006,-0.225,steel
-0.039,-1.024,-0.043,steel
-0.021,-1.034,0.083,steel
-0.041,-1.004,-0.039,steel
-0.041,-0.986,-0.2,steel
-0.032,-1.014,-0.082,steel
-0.002,-1.027,0.069,steel
-0.022,-1.025,0.054,steel
-0.044,-1.003,-0.177,steel
-0.053,-1.011,-0.142,steel
-0.034,-1.026,0.013,steel
-0.03,-1.02,0.027,steel
-0.045,-0.999,-0.083,steel
-0.033,-0.989,-0.162,steel
-0.023,-1.016,-0.032,steel
-0.008,-1.023,0.04,steel
-0.032,-1.015,-0.01,steel
-0.046,-1.007,-0.136,steel
-0.052,-1.015,-0.123,steel
-0.039,-1.018,0.011,steel
-0.038,-1.019,0.031,steel
-0.043,-0.994,-0.116,steel
-0.033,-0.994,-0.142,steel
-0.017,-1.015,-0.009,steel
-0.011,-1.027,0.064,steel
-0.03,-1.014,-0.028,steel
-0.048,-1.006,-0.152,steel
-0.052,-1.02,-0.101,steel
-0.044,-1.022,0.021,steel
-0.04,-1.02,0.029,steel
-0.043,-0.993,-0.141,steel
-0.041,-0.993,-0.125,steel
-0.021,-1.011,-0.037,steel
-0.012,-1.018,0.073,steel
-0.033,-1.022,0.004,steel
-0.05,-1.001,-0.183,steel
-0.053,-1.016,-0.079,steel
-0.036,-1.018,-0.013,steel
-0.042,-1.014,0.039,steel
-0.038,-0.984,-0.119,steel
-0.037,-0.993,-0.139,steel
-0.017,-1.01,-0.015,steel
-0.014,-1.018,0.086,steel
-0.041,-1.013,-0.038,steel
-0.055,-0.996,-0.198,steel
-0.055,-1.016,-0.037,steel
-0.031,-1.017,0.006,steel
-0.046,-1.009,0.003,steel
-0.036,-0.976,-0.133,steel
-0.033,-1.003,-0.101,steel
-0.014,-1.01,0.011,steel
-0.018,-1.018,0.068,steel
-0.043,-1.005,-0.081,steel
-0.057,-1.001,-0.183,steel
-0.046,-1.013,-0.025,steel
-0.034,-1.015,0.025,steel
-0.045,-0.999,-0.039,steel
-0.036,-0.974,-0.151,steel
-0.031,-1.004,-0.062,steel
-0.012,-1.013,0.019,steel
-0.023,-1.014,0.048,steel
-0.043,-1.0,-0.116,steel
-0.057,-1.004,-0.162,steel
-0.043,-1.017,0.001,steel
-0.034,-1.011,0.028,steel
-0.046,-0.989,-0.09,steel
-0.033,-0.976,-0.156,steel
-0.026,-1.007,-0.034,steel
-0.009,-1.017,0.029,steel
-0.032,-1.011,0.006,steel
-0.047,-0.997,-0.145,steel
-0.054,-1.011,-0.139,steel
-0.034,-1.01,0.019,steel
-0.033,-1.009,0.028,steel
-0.043,-0.984,-0.137,steel
-0.033,-0.985,-0.141,steel
-0.015,-1.005,-0.005,steel
-0.012,-1.024,0.052,steel
-0.033,-1.003,-0.046,steel
-0.05,-0.998,-0.16,steel
-0.052,-1.013,-0.119,steel
-0.035,-1.015,0.027,steel
-0.038,-1.005,-0.001,steel
-0.042,-0.985,-0.168,steel
-0.027,-0.991,-0.123,steel
-0.014,-1.01,0.018,steel
-0.017,-1.023,0.047,steel
-0.038,-1.002,-0.094,steel
-0.047,-1.002,-0.14,steel
-0.046,-1.018,-0.101,steel
-0.031,-1.013,0.037,steel
-0.038,-1.007,-0.025,steel
-0.038,-0.984,-0.184,steel
-0.024,-1.003,-0.089,steel
-0.006,-1.013,0.04,steel
-0.019,-1.026,0.039,steel
-0.041,-0.999,-0.142,steel
-0.052,-1.008,-0.128,steel
-0.051,-1.02,-0.076,steel
-0.03,-1.017,0.042,steel
-0.039,-0.998,-0.061,steel
-0.042,-1.002,-0.13,steel
-0.051,-1.01,-0.132,steel
-0.045,-1.028,-0.068,steel
-0.032,-1.019,0.046,steel
-0.036,-1.006,-0.052,steel
-0.039,-0.989,-0.161,steel
-0.022,-1.009,-0.065,steel
-0.01,-1.019,0.063,steel
-0.027,-1.03,0.031,steel
-0.047,-0.999,-0.162,steel
-0.054,-1.015,-0.096,steel
-0.038,-1.023,-0.044,steel
-0.036,-1.019,0.054,steel
-0.039,-0.993,-0.088,steel
-0.039,-0.995,-0.148,steel
-0.019,-1.009,-0.027,steel
-0.01,-1.018,0.072,steel
-0.023,-1.022,-0.011,steel
-0.046,-1.001,-0.19,steel
-0.056,-1.01,-0.064,steel
-0.044,-1.017,-0.021,steel
-0.034,-1.013,0.006,steel
-0.053,-1.005,-0.159,steel
-0.025,-0.982,-0.097,steel
-0.012,-1.027,0.164,steel
-0.024,-1.008,-0.016,steel
-0.054,-0.996,-0.228,steel
-0.043,-1.011,-0.073,steel
-0.027,-1.033,0.124,steel
-0.042,-1.001,-0.06,steel
-0.053,-0.983,-0.196,steel
-0.032,-1.0,-0.058,steel
-0.013,-1.019,0.105,steel
-0.028,-1.0,-0.039,steel
-0.044,-0.997,-0.147,steel
-0.034,-1.013,-0.074,steel
-0.031,-1.017,0.06,steel
-0.038,-1.002,-0.062,steel
-0.048,-0.989,-0.12,steel
-0.033,-0.998,-0.053,steel
-0.029,-1.005,-0.001,steel
-0.033,-1.008,-0.041,steel
-0.039,-0.996,-0.094,steel
-0.037,-1.007,-0.068,steel
-0.036,-1.009,-0.035,steel
-0.034,-1.004,-0.049,steel
-0.038,-1.0,-0.074,steel
-0.035,-1.0,-0.068,steel
-0.031,-1.003,-0.047,steel
-0.036,-1.003,-0.051,steel
-0.034,-1.003,-0.069,steel
-0.035,-1.006,-0.06,steel
-0.034,-1.008,-0.052,steel
-0.05,-1.002,-0.097,steel
-0.04,-1.008,-0.04,steel
-0.032,-0.994,-0.099,steel
-0.021,-1.001,-0.011,steel
-0.012,-1.018,0.063,steel
-0.041,-1.01,-0.129,steel
-0.047,-0.998,-0.185,steel
-0.029,-1.025,0.001,steel
-0.038,-1.015,0.019,steel
-0.045,-0.999,-0.077,steel
-0.047,-0.981,-0.199,steel
-0.023,-0.998,-0.073,steel
-0.003,-1.029,0.136,steel
-0.019,-1.016,-0.03,steel
-0.041,-1.004,-0.194,steel
-0.046,-1.01,-0.114,steel
-0.025,-1.032,0.029,steel
-0.041,-1.016,0.043,steel
-0.047,-0.985,-0.167,steel
-0.047,-0.989,-0.19,steel
-0.009,-1.017,0.021,steel
-0.006,-1.028,0.144,steel
-0.019,-1.011,-0.112,steel
-0.053,-1.006,-0.207,steel
-0.035,-1.016,-0.043,steel
-0.028,-1.038,0.092,steel
-0.042,-1.008,-0.046,steel
-0.06,-0.985,-0.204,steel
-0.032,-1.0,-0.13,steel
-0.005,-1.032,0.081,steel
-0.006,-1.02,0.097,steel
-0.03,-1.008,-0.177,steel
-0.055,-1.016,-0.187,steel
-0.03,-1.025,0.01,steel
-0.033,-1.031,0.109,steel
-0.049,-0.996,-0.133,steel
-0.062,-0.987,-0.149,steel
-0.034,-1.006,-0.05,steel
-0.012,-1.034,0.136,steel
-0.025,-1.0,-0.241,steel
-0.049,-1.003,-0.241,steel
-0.04,-1.023,0.043,steel
-0.014,-1.041,0.199,steel
-0.034,-0.998,-0.036,steel
-0.067,-0.981,-0.24,steel
-0.049,-0.998,-0.153,steel
-0.012,-1.028,0.125,steel
-0.006,-1.02,0.116,steel
-0.036,-0.986,-0.172,steel
-0.052,-1.005,-0.233,steel
-0.03,-1.028,0.021,steel
-0.017,-1.032,0.179,steel
-0.037,-0.986,-0.089,steel
-0.071,-0.984,-0.242,steel
-0.042,-0.996,-0.099,steel
-0.011,-1.03,0.163,steel
-0.015,-1.003,0.048,steel
-0.049,-0.99,-0.216,steel
-0.052,-0.999,-0.211,steel
-0.025,-1.03,0.084,steel
-0.022,-1.016,0.135,steel
-0.045,-0.977,-0.155,steel
-0.067,-0.984,-0.243,steel
-0.033,-1.001,-0.026,steel
-0.003,-1.027,0.19,steel
-0.021,-0.997,-0.025,steel
-0.05,-0.99,-0.253,steel
-0.045,-1.006,-0.16,steel
-0.019,-1.034,0.128,steel
-0.025,-1.01,0.075,steel
-0.051,-0.976,-0.21,steel
-0.064,-0.991,-0.245,steel
-0.025,-1.009,0.036,steel
-0.001,-1.028,0.176,steel
-0.025,-0.994,-0.089,steel
-0.053,-0.996,-0.26,steel
-0.038,-1.011,-0.109,steel
-0.014,-1.04,0.157,steel
-0.024,-0.999,0.019,steel
-0.055,-0.977,-0.233,steel
-0.054,-0.995,-0.216,steel
-0.019,-1.021,0.091,steel
-0.002,-1.019,0.133,steel
-0.035,-0.995,-0.148,steel
-0.052,-1.0,-0.26,steel
-0.028,-1.024,-0.054,steel
-0.014,-1.042,0.171,steel
-0.031,-0.996,-0.044,steel
-0.06,-0.984,-0.252,steel
-0.046,-1.004,-0.171,steel
-0.012,-1.031,0.154,steel
-0.005,-1.02,0.085,steel
-0.04,-0.997,-0.199,steel
-0.052,-1.008,-0.231,steel
-0.024,-1.028,0.019,steel
-0.011,-1.04,0.154,steel
-0.036,-0.99,-0.113,steel
-0.062,-0.992,-0.253,steel
-0.036,-1.008,-0.096,steel
-0.006,-1.038,0.191,steel
-0.01,-1.003,0.009,steel
-0.048,-1.001,-0.233,steel
-0.048,-1.01,-0.187,steel
-0.017,-1.037,0.098,steel
-0.019,-1.023,0.116,steel
-0.05,-0.987,-0.173,steel
-0.058,-0.994,-0.239,steel
-0.025,-1.016,0.004,steel
-0.007,-1.036,0.185,steel
-0.021,-0.995,-0.068,steel
-0.049,-1.002,-0.25,steel
-0.043,-1.018,-0.114,steel
-0.02,-1.036,0.165,steel
-0.019,-1.009,0.041,steel
-0.047,-0.979,-0.215,steel
-0.066,-0.993,-0.203,steel
-0.031,-1.007,0.098,steel
-0.002,-1.03,0.147,steel
-0.022,-0.997,-0.131,steel
-0.051,-0.995,-0.245,steel
-0.042,-1.012,-0.143,steel
-0.016,-1.036,0.142,steel
-0.023,-1.005,0.066,steel
-0.052,-0.975,-0.204,steel
-0.062,-0.99,-0.22,steel
-0.025,-1.011,0.072,steel
-0.002,-1.022,0.156,steel
-0.031,-0.986,-0.113,steel
-0.052,-0.997,-0.254,steel
-0.039,-1.009,-0.08,steel
-0.016,-1.039,0.171,steel
-0.029,-0.993,-0.021,steel
-0.057,-0.978,-0.231,steel
-0.052,-0.992,-0.186,steel
-0.016,-1.019,0.126,steel
-0.005,-1.01,0.105,steel
-0.04,-0.987,-0.177,steel
-0.053,-1.0,-0.241,steel
-0.027,-1.023,-0.016,steel
-0.014,-1.032,0.164,steel
-0.034,-0.986,-0.089,steel
-0.062,-0.981,-0.25,steel
-0.041,-1.001,-0.127,steel
-0.008,-1.03,0.155,steel
-0.005,-1.007,0.042,steel
-0.043,-0.991,-0.218,steel
-0.052,-1.003,-0.224,steel
-0.022,-1.03,0.036,steel
-0.017,-1.03,0.142,steel
-0.039,-0.986,-0.146,steel
-0.059,-0.992,-0.249,steel
-0.03,-1.005,-0.062,steel
-0.005,-1.038,0.186,steel
-0.011,-1.003,-0.009,steel
-0.048,-0.999,-0.244,steel
-0.048,-1.012,-0.183,steel
-0.015,-1.041,0.105,steel
-0.018,-1.025,0.099,steel
-0.046,-0.988,-0.187,steel
-0.06,-0.994,-0.238,steel
-0.025,-1.019,0.001,steel
-0.005,-1.035,0.169,steel
-0.019,-1.006,-0.028,steel
-0.038,-0.995,-0.176,steel
-0.047,-1.016,-0.146,steel
-0.026,-1.025,-0.033,steel
-0.024,-1.025,0.039,steel
-0.038,-1.008,-0.044,steel
-0.045,-0.996,-0.138,steel
-0.037,-1.002,-0.071,steel
-0.026,-1.016,0.018,steel
-0.022,-1.014,-0.025,steel
-0.04,-1.013,-0.081,steel
-0.04,-1.015,-0.097,steel
-0.031,-1.018,-0.033,steel
