x_acc,y_acc,z_acc,label
-0.106,-1.006,-0.076,silence
-0.107,-1.006,-0.076,silence
-0.104,-1.005,-0.078,silence
-0.103,-1.004,-0.077,silence
-0.109,-1.006,-0.078,silence
-0.105,-1.005,-0.08,silence
-0.105,-1.006,-0.079,silence
-0.109,-1.008,-0.081,silence
-0.11,-1.007,-0.082,silence
-0.107,-1.008,-0.083,silence
-0.108,-1.01,-0.08,silence
-0.107,-1.006,-0.08,silence
-0.109,-1.008,-0.08,silence
-0.108,-1.007,-0.081,silence
-0.109,-1.007,-0.075,silence
-0.109,-1.008,-0.076,silence
-0.109,-1.006,-0.077,silence
-0.11,-1.006,-0.076,silence
-0.109,-1.007,-0.074,silence
-0.111,-1.007,-0.077,silence
-0.11,-1.006,-0.075,silence
-0.111,-1.007,-0.073,silence
-0.112,-1.006,-0.076,silence
-0.111,-1.005,-0.071,silence
-0.111,-1.005,-0.073,silence
-0.108,-1.004,-0.076,silence
-0.108,-1.002,-0.072,silence
-0.109,-1.005,-0.075,silence
-0.11,-1.004,-0.076,silence
-0.105,-1.004,-0.077,silence
-0.109,-1.006,-0.075,silence
-0.106,-1.007,-0.076,silence
-0.107,-1.003,-0.077,silence
-0.108,-1.008,-0.079,silence
-0.108,-1.007,-0.084,silence
-0.106,-1.006,-0.079,silence
-0.107,-1.006,-0.082,silence
-0.108,-1.005,-0.076,silence
-0.109,-1.005,-0.079,silence
-0.105,-1.01,-0.08,silence
-0.109,-1.009,-0.079,silence
-0.109,-1.006,-0.079,silence
-0.109,-1.008,-0.077,silence
-0.107,-1.007,-0.074,silence
-0.109,-1.006,-0.078,silence
-0.109,-1.006,-0.075,silence
-0.111,-1.007,-0.076,silence
-0.108,-1.007,-0.073,silence
-0.11,-1.007,-0.073,silence
-0.112,-1.007,-0.074,silence
-0.112,-1.004,-0.073,silence
-0.111,-1.007,-0.075,silence
-0.11,-1.003,-0.073,silence
-0.111,-1.005,-0.072,silence
-0.111,-1.006,-0.075,silence
-0.108,-1.005,-0.071,silence
-0.107,-1.004,-0.075,silence
-0.108,-1.006,-0.076,silence
-0.11,-1.002,-0.08,silence
-0.107,-1.007,-0.077,silence
-0.106,-1.006,-0.082,silence
-0.106,-1.005,-0.084,silence
-0.108,-1.007,-0.081,silence
-0.108,-1.006,-0.08,silence
-0.106,-1.006,-0.082,silence
-0.106,-1.006,-0.077,silence
-0.109,-1.01,-0.084,silence
-0.107,-1.006,-0.078,silence
-0.109,-1.008,-0.081,silence
-0.109,-1.007,-0.079,silence
-0.108,-1.007,-0.08,silence
-0.109,-1.006,-0.076,silence
-0.112,-1.008,-0.08,silence
-0.109,-1.003,-0.076,silence
-0.111,-1.005,-0.075,silence
-0.11,-1.008,-0.076,silence
-0.111,-1.005,-0.077,silence
-0.11,-1.004,-0.073,silence
-0.111,-1.006,-0.076,silence
-0.111,-1.003,-0.074,silence
-0.111,-1.003,-0.072,silence
-0.109,-1.004,-0.074,silence
-0.109,-1.002,-0.075,silence
-0.108,-1.006,-0.075,silence
-0.111,-1.005,-0.075,silence
-0.111,-1.003,-0.075,silence
-0.106,-1.004,-0.081,silence
-0.107,-1.004,-0.077,silence
-0.107,-1.002,-0.078,silence
-0.108,-1.006,-0.078,silence
-0.105,-1.005,-0.082,silence
-0.108,-1.004,-0.079,silence
-0.107,-1.006,-0.083,silence
-0.108,-1.007,-0.083,silence
-0.107,-1.004,-0.08,silence
-0.106,-1.006,-0.077,silence
-0.11,-1.008,-0.081,silence
-0.108,-1.006,-0.082,silence
-0.109,-1.007,-0.081,silence
-0.109,-1.007,-0.077,silence
-0.109,-1.006,-0.077,silence
-0.111,-1.01,-0.07,silence
-0.109,-1.007,-0.076,silence
-0.112,-1.004,-0.074,silence
-0.109,-1.009,-0.072,silence
-0.111,-1.006,-0.076,silence
-0.111,-1.006,-0.072,silence
-0.111,-1.005,-0.073,silence
-0.112,-1.007,-0.074,silence
-0.11,-1.002,-0.072,silence
-0.11,-1.007,-0.073,silence
-0.11,-1.005,-0.075,silence
-0.108,-1.003,-0.074,silence
-0.111,-1.006,-0.077,silence
-0.106,-1.004,-0.074,silence
-0.108,-1.002,-0.077,silence
-0.109,-1.008,-0.078,silence
-0.108,-1.006,-0.078,silence
-0.106,-1.003,-0.077,silence
-0.108,-1.009,-0.08,silence
-0.106,-1.008,-0.08,silence
-0.106,-1.005,-0.079,silence
-0.107,-1.008,-0.082,silence
-0.106,-1.005,-0.08,silence
-0.11,-1.007,-0.077,silence
-0.107,-1.007,-0.081,silence
-0.109,-1.008,-0.078,silence
-0.111,-1.006,-0.08,silence
-0.108,-1.009,-0.078,silence
-0.11,-1.006,-0.079,silence
-0.11,-1.005,-0.076,silence
-0.11,-1.009,-0.075,silence
-0.108,-1.007,-0.073,silence
-0.11,-1.003,-0.072,silence
-0.112,-1.007,-0.075,silence
-0.111,-1.005,-0.075,silence
-0.11,-1.005,-0.072,silence
-0.112,-1.004,-0.074,silence
-0.109,-1.005,-0.074,silence
-0.109,-1.006,-0.076,silence
-0.11,-1.004,-0.073,silence
-0.108,-1.004,-0.077,silence
-0.11,-1.003,-0.073,silence
-0.108,-1.004,-0.076,steel
-0.107,-1.001,-0.078,steel
-0.109,-1.004,-0.077,steel
-0.105,-1.004,-0.08,steel
-0.105,-1.005,-0.08,steel
-0.108,-1.007,-0.08,steel
-0.11,-1.006,-0.084,steel
-0.105,-1.002,-0.084,steel
-0.115,-1.005,-0.085,steel
-0.109,-1.008,-0.084,steel
-0.099,-1.012,-0.09,steel
-0.109,-1.005,-0.07,steel
-0.108,-1.004,-0.081,steel
-0.101,-1.018,-0.092,steel
-0.102,-1.009,-0.064,steel
-0.105,-1.008,-0.067,steel
-0.107,-1.013,-0.11,steel
-0.102,-1.006,-0.083,steel
-0.131,-1.02,-0.057,steel
-0.114,-1.0,-0.104,steel
-0.098,-1.018,-0.087,steel
-0.132,-0.996,-0.052,steel
-0.114,-1.001,-0.101,steel
