year,month,day,hour,minute,second,atrack,xtrack,lat,lon,surf_alt,solar_zenith_angle,solar_azimuth_angle,surf_air_temp_masked,surf_temp_masked,surf_spec_hum_masked,h2o_vap_tot_masked,cloud_liquid_water_masked,atmosphere_mass_content_of_cloud_ice_masked
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,27.7,19.5,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,11.0,15.0,17.0,70.0,23.0,28.9,23.9,101.90594,-0.9802979238382292,1.1142291285175552,0.8283022485570071,0.9962536574477376,-0.35150478215283176,0.16227877609378202,-1.9050248829923722,0.8958038419299735
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,29.7,22.6,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,23.0,39.0,42.0,79.0,88.0,30.4,22.8,83.95901,1.4196557065819146,-0.9576230936773623,0.943068925850584,0.5963461180244825,0.47990284280012907,-0.13773087830059647,-1.4397565272627733,-0.08299674084393388
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,30.7,22.0,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,31.7,13.1,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,31.8,7.1,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,6.5,48.0,7.5,66.5,48.0,31.8,10.3,366.272825,0.15016145930689145,0.3997366760043155,0.14643705682153985,0.6646990025381632,0.4577629451492494,0.7999825534529701,-0.35462060942344104,0.685077132043677
2015.0,10.0,26.0,11.0,16.0,28.0,97.0,7.0,32.0,17.8,0.0,-0.9514322124706713,0.7433025889612209,0.952697047843013,1.658785726479671,1.8318227053044807,1.2432642714843136,1.207400485957311,-0.3664660827593107
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,32.5,-0.2,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,11.0,16.0,36.0,100.0,8.0,32.5,18.0,0.0,-0.9385155714079801,1.2363642419384178,0.9085419205556711,0.5758386220723004,0.26284809101784534,1.7294506247770465,0.7996581445578227,-0.24074088752720435
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,32.6,19.9,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,11.0,16.0,3.0,87.0,62.0,32.7,30.0,0.0,-0.8516376968177213,1.024968460165798,0.5371842854306424,-0.16108580723203525,0.8839885003224648,1.2119630654905014,0.0351033143284894,1.6801579866143512
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,32.9,6.9,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,1.0,38.0,55.0,62.0,18.0,32.9,8.9,141.78748,1.1283699292264586,-1.4440682681572177,-0.04217351550558246,-0.15185618122330097,-0.4103084801327797,1.7818085818947904,-1.3567284291469783,-0.5885077259920906
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,32.9,11.7,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,6.8462532299741605,27.010981912144704,29.906330749354005,67.15331610680448,40.390826873385016,32.9,16.4,364.22186093192937,0.1388958434811084,0.11814455987211915,-0.08423582682929502,-0.09434236669295117,0.25159854480168437,0.11900323529408281,-0.3158090530397503,-0.04802954443527372
2015.0,10.0,26.0,12.0,57.0,36.0,77.0,66.0,33.0,5.3,177.56339,-0.8383759596210525,0.6120204346243812,1.659613329545008,1.2192440854572542,-0.1985235592610417,1.8212046668689652,0.5820293811009055,0.166382893399952
2015.0,10.0,26.0,12.0,57.0,33.0,76.0,73.0,33.0,6.9,106.22122,-0.8230833169093899,0.6708036907909889,0.7135169293972794,0.30756967137956437,0.45275829968005926,0.891845019905321,-1.072225809959405,0.524753923753635
