x_acc,y_acc,z_acc,label
-0.038,-1.009,-0.056,silence
-0.035,-1.01,-0.054,silence
-0.038,-1.009,-0.053,silence
-0.037,-1.01,-0.054,silence
-0.036,-1.01,-0.056,silence
-0.037,-1.008,-0.052,silence
-0.038,-1.009,-0.053,silence
-0.04,-1.009,-0.054,silence
-0.037,-1.008,-0.056,silence
-0.038,-1.009,-0.056,silence
-0.037,-1.011,-0.056,silence
-0.036,-1.01,-0.055,silence
-0.036,-1.009,-0.055,silence
-0.036,-1.009,-0.056,silence
-0.036,-1.009,-0.052,silence
-0.038,-1.011,-0.054,silence
-0.036,-1.007,-0.053,silence
-0.035,-1.011,-0.054,silence
-0.039,-1.006,-0.054,silence
-0.036,-1.01,-0.05,silence
-0.038,-1.009,-0.053,silence
-0.037,-1.008,-0.055,silence
-0.038,-1.009,-0.055,silence
-0.039,-1.01,-0.057,silence
-0.037,-1.01,-0.053,silence
-0.037,-1.01,-0.056,silence
-0.037,-1.008,-0.056,silence
-0.038,-1.01,-0.05,silence
-0.037,-1.008,-0.054,silence
-0.038,-1.012,-0.052,silence
-0.036,-1.011,-0.054,silence
-0.036,-1.012,-0.054,silence
-0.036,-1.007,-0.053,silence
-0.038,-1.009,-0.054,silence
-0.038,-1.009,-0.058,silence
-0.039,-1.008,-0.056,silence
-0.037,-1.009,-0.057,silence
-0.04,-1.012,-0.056,silence
-0.037,-1.008,-0.057,silence
-0.038,-1.01,-0.054,silence
-0.036,-1.008,-0.053,silence
-0.039,-1.008,-0.052,silence
-0.036,-1.008,-0.055,silence
-0.039,-1.011,-0.054,silence
-0.036,-1.008,-0.054,silence
-0.038,-1.011,-0.053,silence
-0.038,-1.008,-0.052,silence
-0.036,-1.013,-0.055,silence
-0.037,-1.008,-0.055,silence
-0.038,-1.012,-0.055,silence
-0.036,-1.008,-0.056,silence
-0.037,-1.011,-0.056,silence
-0.038,-1.009,-0.054,silence
-0.038,-1.01,-0.057,silence
-0.036,-1.008,-0.055,silence
-0.038,-1.01,-0.053,silence
-0.038,-1.008,-0.052,silence
-0.038,-1.009,-0.052,silence
-0.036,-1.008,-0.053,silence
-0.037,-1.01,-0.051,silence
-0.037,-1.01,-0.054,silence
-0.037,-1.009,-0.056,silence
-0.037,-1.01,-0.055,silence
-0.036,-1.012,-0.054,silence
-0.039,-1.008,-0.055,silence
-0.039,-1.008,-0.052,silence
-0.037,-1.009,-0.056,silence
-0.036,-1.011,-0.055,silence
-0.036,-1.01,-0.055,silence
-0.037,-1.01,-0.058,silence
-0.038,-1.011,-0.054,silence
-0.035,-1.009,-0.055,silence
-0.037,-1.009,-0.056,silence
-0.037,-1.009,-0.055,silence
-0.038,-1.01,-0.057,silence
-0.036,-1.007,-0.056,silence
-0.037,-1.007,-0.054,silence
-0.036,-1.008,-0.056,silence
-0.039,-1.009,-0.054,silence
