x_acc,y_acc,z_acc,label
-0.051,0.673,-0.749,silence
-0.052,0.67,-0.749,silence
-0.051,0.67,-0.75,silence
-0.052,0.668,-0.751,silence
-0.051,0.671,-0.751,silence
-0.052,0.67,-0.75,silence
-0.052,0.67,-0.75,silence
-0.054,0.663,-0.75,silence
-0.052,0.67,-0.749,silence
-0.053,0.67,-0.75,silence
-0.052,0.671,-0.752,silence
-0.053,0.669,-0.749,silence
-0.05,0.668,-0.75,silence
-0.05,0.669,-0.751,silence
-0.051,0.67,-0.751,silence
-0.052,0.668,-0.75,silence
-0.048,0.672,-0.751,silence
-0.052,0.666,-0.751,silence
-0.052,0.669,-0.751,silence
-0.052,0.669,-0.75,silence
-0.049,0.671,-0.749,silence
-0.049,0.67,-0.748,silence
-0.054,0.667,-0.75,silence
-0.052,0.669,-0.752,silence
-0.052,0.671,-0.75,silence
-0.052,0.67,-0.748,silence
-0.048,0.674,-0.75,silence
-0.054,0.667,-0.751,silence
-0.05,0.671,-0.75,silence
-0.053,0.667,-0.75,silence
-0.05,0.672,-0.751,silence
-0.052,0.67,-0.751,silence
-0.052,0.664,-0.749,silence
-0.051,0.67,-0.752,silence
-0.051,0.669,-0.752,silence
-0.051,0.67,-0.753,silence
-0.052,0.672,-0.751,silence
-0.052,0.665,-0.751,silence
-0.05,0.669,-0.751,silence
-0.052,0.666,-0.752,silence
-0.051,0.671,-0.75,silence
-0.051,0.669,-0.751,silence
-0.052,0.67,-0.75,silence
-0.053,0.671,-0.751,silence
-0.051,0.67,-0.751,silence
-0.051,0.673,-0.75,silence
-0.052,0.672,-0.75,silence
-0.051,0.666,-0.75,silence
-0.051,0.668,-0.75,silence
-0.052,0.669,-0.751,silence
-0.051,0.67,-0.749,silence
-0.052,0.669,-0.752,silence
-0.055,0.665,-0.747,silence
-0.054,0.669,-0.75,silence
-0.055,0.672,-0.75,silence
-0.049,0.671,-0.747,silence
-0.051,0.67,-0.756,silence
-0.051,0.672,-0.749,silence
-0.052,0.671,-0.753,silence
-0.053,0.667,-0.749,silence
-0.052,0.669,-0.751,silence
-0.052,0.671,-0.751,silence
-0.052,0.672,-0.754,silence
-0.052,0.672,-0.75,silence
-0.054,0.667,-0.75,silence
-0.052,0.672,-0.753,silence
-0.05,0.672,-0.751,silence
-0.051,0.671,-0.753,silence
-0.052,0.67,-0.752,silence
-0.053,0.668,-0.75,silence
-0.052,0.672,-0.75,silence
-0.052,0.671,-0.749,silence
-0.051,0.67,-0.75,silence
-0.05,0.671,-0.75,silence
-0.054,0.666,-0.751,silence
-0.052,0.673,-0.748,silence
-0.05,0.672,-0.751,silence
