x_acc,y_acc,z_acc,label
-0.086,-1.01,-0.069,silence
-0.086,-1.009,-0.072,silence
-0.089,-1.006,-0.073,silence
-0.088,-1.008,-0.071,silence
-0.089,-1.009,-0.075,silence
-0.089,-1.008,-0.072,silence
-0.086,-1.007,-0.073,silence
-0.088,-1.01,-0.072,silence
-0.089,-1.008,-0.071,silence
-0.087,-1.008,-0.071,silence
-0.09,-1.009,-0.072,silence
-0.088,-1.008,-0.069,silence
-0.09,-1.007,-0.072,silence
-0.087,-1.008,-0.071,silence
-0.088,-1.01,-0.071,silence
-0.086,-1.006,-0.069,silence
-0.086,-1.009,-0.073,silence
-0.086,-1.009,-0.069,silence
-0.09,-1.009,-0.07,silence
-0.089,-1.01,-0.07,silence
-0.091,-1.009,-0.07,silence
-0.087,-1.008,-0.072,silence
-0.088,-1.01,-0.071,silence
-0.088,-1.008,-0.068,silence
-0.089,-1.007,-0.069,silence
-0.089,-1.011,-0.07,silence
-0.09,-1.007,-0.071,silence
-0.088,-1.008,-0.067,silence
-0.088,-1.009,-0.072,silence
-0.089,-1.009,-0.07,silence
-0.088,-1.008,-0.072,silence
-0.09,-1.011,-0.07,silence
-0.091,-1.009,-0.071,silence
-0.087,-1.008,-0.069,silence
-0.089,-1.01,-0.071,silence
-0.086,-1.009,-0.07,silence
-0.087,-1.007,-0.07,silence
-0.086,-1.01,-0.073,silence
-0.086,-1.009,-0.071,silence
-0.085,-1.008,-0.069,silence
-0.084,-1.01,-0.067,silence
-0.088,-1.01,-0.071,silence
-0.087,-1.009,-0.067,silence
-0.086,-1.007,-0.068,silence
-0.085,-1.01,-0.069,silence
-0.086,-1.007,-0.069,silence
-0.089,-1.007,-0.072,silence
-0.087,-1.009,-0.069,silence
-0.089,-1.008,-0.072,silence
-0.089,-1.008,-0.07,silence
-0.089,-1.009,-0.071,silence
-0.087,-1.009,-0.071,silence
-0.089,-1.01,-0.071,silence
-0.088,-1.008,-0.07,silence
-0.087,-1.011,-0.073,silence
-0.087,-1.005,-0.067,silence
-0.089,-1.009,-0.072,silence
-0.088,-1.007,-0.071,silence
-0.087,-1.008,-0.072,silence
-0.089,-1.009,-0.069,silence
-0.086,-1.008,-0.071,silence
-0.088,-1.01,-0.073,silence
-0.088,-1.008,-0.07,silence
-0.088,-1.008,-0.072,silence
-0.087,-1.009,-0.073,silence
-0.089,-1.01,-0.073,silence
-0.087,-1.007,-0.071,silence
-0.087,-1.007,-0.071,silence
-0.089,-1.009,-0.071,silence
-0.087,-1.009,-0.071,silence
-0.089,-1.008,-0.071,silence
-0.086,-1.009,-0.072,silence
-0.086,-1.008,-0.071,silence
-0.086,-1.008,-0.071,silence
-0.086,-1.008,-0.072,silence
-0.088,-1.007,-0.072,silence
-0.087,-1.008,-0.072,silence
-0.086,-1.009,-0.075,silence
-0.085,-1.009,-0.073,silence
-0.087,-1.008,-0.071,silence
-0.088,-1.011,-0.07,silence
-0.087,-1.007,-0.072,silence
-0.086,-1.008,-0.07,silence
-0.09,-1.009,-0.074,silence
-0.088,-1.006,-0.072,silence
-0.089,-1.008,-0.071,silence
-0.087,-1.009,-0.069,silence
-0.088,-1.007,-0.072,silence
-0.086,-1.01,-0.068,silence
-0.09,-1.008,-0.073,silence
-0.088,-1.008,-0.073,silence
-0.088,-1.01,-0.07,silence
-0.085,-1.007,-0.073,silence
-0.089,-1.006,-0.074,silence
-0.088,-1.008,-0.07,silence
-0.09,-1.008,-0.071,silence
-0.087,-1.007,-0.07,silence
-0.089,-1.009,-0.069,silence
-0.09,-1.009,-0.068,silence
-0.089,-1.009,-0.067,silence
-0.08,-1.009,-0.069,silence
-0.08,-1.011,-0.069,silence
-0.087,-1.007,-0.067,silence
-0.089,-1.007,-0.073,silence
-0.086,-1.009,-0.068,silence
-0.09,-1.008,-0.073,silence
-0.089,-1.01,-0.074,silence
-0.099,-1.004,-0.075,silence
-0.09,-1.01,-0.075,silence
-0.087,-1.008,-0.07,silence
-0.086,-1.011,-0.074,silence
-0.089,-1.008,-0.073,silence
-0.086,-1.008,-0.072,silence
-0.089,-1.009,-0.072,silence
-0.087,-1.007,-0.068,silence
-0.085,-1.007,-0.066,silence
-0.085,-1.009,-0.07,silence
-0.083,-1.008,-0.071,silence
-0.089,-1.005,-0.074,silence
-0.09,-1.009,-0.074,silence
-0.09,-1.006,-0.067,silence
-0.087,-1.009,-0.069,silence
-0.087,-1.009,-0.069,silence
-0.089,-1.01,-0.069,silence
-0.089,-1.01,-0.068,silence
-0.089,-1.01,-0.072,silence
-0.087,-1.008,-0.069,silence
-0.087,-1.007,-0.07,silence
-0.087,-1.008,-0.07,silence
-0.086,-1.008,-0.067,silence
-0.086,-1.008,-0.068,silence
-0.087,-1.011,-0.069,silence
-0.085,-1.01,-0.071,silence
-0.088,-1.008,-0.068,silence
-0.088,-1.007,-0.071,silence
-0.088,-1.01,-0.072,silence
-0.088,-1.01,-0.07,silence
-0.087,-1.011,-0.069,silence
-0.086,-1.01,-0.069,silence
-0.084,-1.008,-0.069,silence
-0.086,-1.007,-0.072,silence
-0.087,-1.009,-0.07,silence
-0.085,-1.009,-0.07,silence
-0.089,-1.009,-0.07,silence
-0.087,-1.009,-0.072,silence
-0.089,-1.009,-0.069,silence
-0.086,-1.009,-0.073,silence
-0.087,-1.009,-0.073,silence
-0.089,-1.009,-0.071,silence
-0.09,-1.01,-0.071,silence
-0.088,-1.01,-0.072,silence
-0.084,-1.008,-0.07,silence
-0.087,-1.008,-0.072,silence
-0.086,-1.009,-0.07,silence
-0.084,-1.007,-0.071,silence
-0.09,-1.007,-0.078,silence
